1	2.01602	0.00403143
1	2.01899	0.00803937
1	2.02229	0.0120201
1	2.02558	0.0159754
1	2.0288	0.0199067
1	2.03197	0.0238148
1	2.03546	0.02769
1	2.03908	0.0315356
1	2.04233	0.0353668
1	2.04538	0.0391818
1	2.04837	0.0429773
1	2.05216	0.0467154
1	2.05554	0.0504462
1	2.05862	0.0541684
1	2.06219	0.0578425
1	2.06547	0.0615088
1	2.06893	0.065142
1	2.072	0.0687759
1	2.07495	0.0723978
1	2.07806	0.0759886
1	2.08126	0.0795513
1	2.08452	0.0830891
1	2.08817	0.0865748
1	2.09164	0.0900516
1	2.09527	0.0934926
1	2.09839	0.0969562
1	2.10193	0.100362
1	2.10495	0.103795
1	2.10847	0.10716
1	2.11194	0.11051
1	2.11488	0.113892
1	2.11779	0.11726
1	2.12075	0.120605
1	2.12445	0.123851
1	2.12794	0.127099
1	2.13126	0.130347
1	2.1342	0.13362
1	2.13723	0.136866
1	2.14033	0.140086
1	2.14353	0.143276
1	2.14733	0.146371
1	2.15069	0.149504
1	2.15382	0.152647
1	2.1571	0.155756
1	2.16026	0.158861
1	2.16344	0.161947
1	2.16645	0.165041
1	2.16953	0.168109
1	2.17245	0.171183
1	2.17541	0.174237
1	2.17847	0.17726
1	2.18198	0.1802
1	2.18566	0.183094
1	2.18866	0.186079
1	2.19189	0.18901
1	2.19504	0.19194
1	2.19818	0.194855
1	2.20153	0.197722
1	2.20463	0.200612
1	2.20815	0.203419
1	2.21136	0.206261
1	2.21462	0.20908
1	2.21771	0.211913
1	2.22091	0.214713
1	2.2239	0.217534
1	2.22711	0.220303
1	2.23035	0.223052
1	2.23333	0.225834
1	2.23656	0.228558
1	2.23964	0.231294
1	2.24257	0.234044
1	2.24563	0.236758
1	2.24886	0.239425
1	2.25179	0.242137
1	2.25519	0.244743
1	2.25881	0.247294
1	2.26217	0.249882
1	2.26562	0.252436
1	2.26902	0.254987
1	2.2725	0.257508
1	2.27551	0.260113
1	2.27854	0.262699
1	2.28163	0.265262
1	2.28485	0.267785
1	2.28859	0.270186
1	2.29154	0.272741
1	2.29507	0.27516
1	2.29809	0.277677
1	2.30131	0.280136
1	2.30441	0.28261
1	2.30746	0.285084
1	2.31088	0.287465
1	2.31379	0.289945
1	2.31682	0.29239
1	2.32008	0.294769
1	2.32321	0.297168
1	2.32675	0.299463
1	2.33015	0.301777
1	2.33334	0.304127
1	2.33664	0.306441
1	2.34009	0.308708
1	2.34319	0.311046
1	2.3466	0.313298
1	2.34979	0.315592
