2.01602	0.00403143
2.01899	0.00803937
2.02229	0.0120201
2.02558	0.0159754
2.0288	0.0199067
2.03197	0.0238148
2.03546	0.02769
2.03908	0.0315356
2.04233	0.0353668
2.04538	0.0391818
2.04837	0.0429773
2.05216	0.0467154
2.05554	0.0504462
2.05862	0.0541684
2.06219	0.0578425
2.06547	0.0615088
2.06893	0.065142
2.072	0.0687759
2.07495	0.0723978
2.07806	0.0759886
2.08126	0.0795513
2.08452	0.0830891
2.08817	0.0865748
2.09164	0.0900516
2.09527	0.0934926
2.09839	0.0969562
2.10193	0.100362
2.10495	0.103795
2.10847	0.10716
2.11194	0.11051
2.11488	0.113892
2.11779	0.11726
2.12075	0.120605
2.12445	0.123851
2.12794	0.127099
2.13126	0.130347
2.1342	0.13362
2.13723	0.136866
2.14033	0.140086
2.14353	0.143276
2.14733	0.146371
2.15069	0.149504
2.15382	0.152647
2.1571	0.155756
2.16026	0.158861
2.16344	0.161947
2.16645	0.165041
2.16953	0.168109
2.17245	0.171183
2.17541	0.174237
2.17847	0.17726
2.18198	0.1802
2.18566	0.183094
2.18866	0.186079
2.19189	0.18901
2.19504	0.19194
2.19818	0.194855
2.20153	0.197722
2.20463	0.200612
2.20815	0.203419
2.21136	0.206261
2.21462	0.20908
2.21771	0.211913
2.22091	0.214713
2.2239	0.217534
2.22711	0.220303
2.23035	0.223052
2.23333	0.225834
2.23656	0.228558
2.23964	0.231294
2.24257	0.234044
2.24563	0.236758
2.24886	0.239425
2.25179	0.242137
2.25519	0.244743
2.25881	0.247294
2.26217	0.249882
2.26562	0.252436
2.26902	0.254987
2.2725	0.257508
2.27551	0.260113
2.27854	0.262699
2.28163	0.265262
2.28485	0.267785
2.28859	0.270186
2.29154	0.272741
2.29507	0.27516
2.29809	0.277677
2.30131	0.280136
2.30441	0.28261
2.30746	0.285084
2.31088	0.287465
2.31379	0.289945
2.31682	0.29239
2.32008	0.294769
2.32321	0.297168
2.32675	0.299463
2.33015	0.301777
2.33334	0.304127
2.33664	0.306441
2.34009	0.308708
2.34319	0.311046
2.3466	0.313298
2.34979	0.315592
2.35285	0.317907
2.35591	0.32021
2.35955	0.322365
2.36266	0.324635
2.36584	0.326879
2.36901	0.329115
2.37245	0.331274
2.37596	0.333404
2.37907	0.335623
2.38267	0.337713
2.38595	0.339868
2.389	0.34207
2.39222	0.34422
2.39514	0.346436
2.39825	0.348596
2.40148	0.350714
2.40488	0.352783
2.40833	0.354826
2.41174	0.356871
2.4147	0.35902
2.41796	0.361081
2.42134	0.363106
2.42479	0.3651
2.4278	0.367201
2.43082	0.369288
2.43438	0.371227
2.43763	0.373237
2.44068	0.375289
2.44364	0.377358
2.44654	0.379432
2.44961	0.381454
2.45269	0.383466
2.45611	0.385378
2.4591	0.387394
2.46255	0.389282
2.46591	0.391185
2.46932	0.393063
2.47237	0.395031
2.47543	0.396987
2.47841	0.398959
2.4816	0.400863
2.48451	0.402837
2.48777	0.404708
2.49077	0.406642
2.4939	0.408532
2.49695	0.410436
2.50067	0.412147
2.50391	0.413983
2.5071	0.415823
2.51046	0.417612
2.51378	0.4194
2.51721	0.421153
2.5203	0.422989
2.52393	0.42467
2.52698	0.426505
2.53014	0.428301
2.53333	0.430082
2.53699	0.431722
2.54044	0.433414
2.54339	0.435238
2.54658	0.436991
2.54968	0.438759
2.55267	0.440553
2.55606	0.442225
2.559	0.444017
2.56229	0.445704
2.56565	0.447366
2.56921	0.44896
2.57225	0.450697
2.57532	0.452418
2.57885	0.454
2.5819	0.455714
2.58497	0.457418
2.58808	0.459101
2.59125	0.46076
2.59439	0.462422
2.59735	0.464129
2.60061	0.465742
2.60368	0.467405
2.60742	0.468866
2.6105	0.470513
2.61396	0.472041
2.61686	0.473727
2.62059	0.475165
2.62361	0.476803
2.62673	0.478406
2.62984	0.480007
2.633	0.481589
2.63589	0.48324
2.63942	0.484698
2.64239	0.486316
2.64574	0.487815
2.64937	0.489225
2.65248	0.490782
2.65615	0.492167
2.65981	0.493552
2.66287	0.495106
2.66581	0.496691
2.66912	0.498159
2.67222	0.499685
2.67522	0.501236
2.67845	0.502713
2.68147	0.504245
2.68442	0.505794
2.68753	0.50729
2.69081	0.508728
2.69406	0.510167
2.6974	0.511578
2.70051	0.513052
2.7036	0.514526
2.70665	0.516004
2.70993	0.517412
2.71336	0.518765
2.71664	0.52016
2.71963	0.521637
2.72333	0.522895
2.72667	0.524257
2.73006	0.525595
2.73337	0.526956
2.73661	0.528331
2.7402	0.529595
2.74374	0.530868
2.74715	0.532176
2.75012	0.533615
2.75302	0.535066
2.75601	0.536488
2.75904	0.537894
2.76219	0.539256
2.76509	0.540691
2.76869	0.541907
2.77207	0.543183
2.77505	0.544579
2.77815	0.545935
2.78119	0.547303
2.78436	0.548625
2.78791	0.549827
2.79101	0.551162
2.79392	0.55255
2.7969	0.553913
2.80074	0.555009
2.80368	0.556374
2.80692	0.557642
2.80984	0.559006
2.81279	0.560357
2.81605	0.561605
2.81938	0.562828
2.82265	0.564068
2.82578	0.565344
2.82883	0.566641
2.83174	0.567975
2.83513	0.56916
2.8389	0.57022
2.8419	0.571514
2.84543	0.57264
2.84888	0.573787
2.85206	0.575013
2.85529	0.57622
2.85845	0.577444
2.8615	0.578698
2.86473	0.579893
2.86779	0.581137
2.87092	0.582354
2.87464	0.583384
2.87761	0.584642
2.88108	0.585741
2.88461	0.586817
2.88759	0.588059
